"","Location","Target","Type","Unit","Bin_start_incl","Bin_end_notincl","Value"
"5669","HHS Region 7","3 wk ahead","Bin","percent","9.9","10",NA
"5670","HHS Region 7","3 wk ahead","Bin","percent","10","10.1",NA
"5671","HHS Region 7","3 wk ahead","Bin","percent","10.1","10.2",NA
"5672","HHS Region 7","3 wk ahead","Bin","percent","10.2","10.3",NA
"5673","HHS Region 7","3 wk ahead","Bin","percent","10.3","10.4",NA
"5674","HHS Region 7","3 wk ahead","Bin","percent","10.4","10.5",NA
"5675","HHS Region 7","3 wk ahead","Bin","percent","10.5","10.6",NA
"5676","HHS Region 7","3 wk ahead","Bin","percent","10.6","10.7",NA
"5677","HHS Region 7","3 wk ahead","Bin","percent","10.7","10.8",NA
"5678","HHS Region 7","3 wk ahead","Bin","percent","10.8","10.9",NA
"5679","HHS Region 7","3 wk ahead","Bin","percent","10.9","11",NA
"5680","HHS Region 7","3 wk ahead","Bin","percent","11","11.1",NA
"5681","HHS Region 7","3 wk ahead","Bin","percent","11.1","11.2",NA
"5682","HHS Region 7","3 wk ahead","Bin","percent","11.2","11.3",NA
"5683","HHS Region 7","3 wk ahead","Bin","percent","11.3","11.4",NA
"5684","HHS Region 7","3 wk ahead","Bin","percent","11.4","11.5",NA
"5685","HHS Region 7","3 wk ahead","Bin","percent","11.5","11.6",NA
"5686","HHS Region 7","3 wk ahead","Bin","percent","11.6","11.7",NA
"5687","HHS Region 7","3 wk ahead","Bin","percent","11.7","11.8",NA
"5688","HHS Region 7","3 wk ahead","Bin","percent","11.8","11.9",NA
"5689","HHS Region 7","3 wk ahead","Bin","percent","11.9","12",NA
"5690","HHS Region 7","3 wk ahead","Bin","percent","12","12.1",NA
"5691","HHS Region 7","3 wk ahead","Bin","percent","12.1","12.2",NA
"5692","HHS Region 7","3 wk ahead","Bin","percent","12.2","12.3",NA
"5693","HHS Region 7","3 wk ahead","Bin","percent","12.3","12.4",NA
"5694","HHS Region 7","3 wk ahead","Bin","percent","12.4","12.5",NA
"5695","HHS Region 7","3 wk ahead","Bin","percent","12.5","12.6",NA
"5696","HHS Region 7","3 wk ahead","Bin","percent","12.6","12.7",NA
"5697","HHS Region 7","3 wk ahead","Bin","percent","12.7","12.8",NA
"5698","HHS Region 7","3 wk ahead","Bin","percent","12.8","12.9",NA
"5699","HHS Region 7","3 wk ahead","Bin","percent","12.9","13",NA
"5700","HHS Region 7","3 wk ahead","Bin","percent","13","100",NA
"5701","HHS Region 7","4 wk ahead","Point","percent",NA,NA,NA
"5702","HHS Region 7","4 wk ahead","Bin","percent","0","0.1",NA
"5703","HHS Region 7","4 wk ahead","Bin","percent","0.1","0.2",NA
"5704","HHS Region 7","4 wk ahead","Bin","percent","0.2","0.3",NA
"5705","HHS Region 7","4 wk ahead","Bin","percent","0.3","0.4",NA
"5706","HHS Region 7","4 wk ahead","Bin","percent","0.4","0.5",NA
"5707","HHS Region 7","4 wk ahead","Bin","percent","0.5","0.6",NA
"5708","HHS Region 7","4 wk ahead","Bin","percent","0.6","0.7",NA
"5709","HHS Region 7","4 wk ahead","Bin","percent","0.7","0.8",NA
"5710","HHS Region 7","4 wk ahead","Bin","percent","0.8","0.9",NA
"5711","HHS Region 7","4 wk ahead","Bin","percent","0.9","1",NA
"5712","HHS Region 7","4 wk ahead","Bin","percent","1","1.1",NA
"5713","HHS Region 7","4 wk ahead","Bin","percent","1.1","1.2",NA
"5714","HHS Region 7","4 wk ahead","Bin","percent","1.2","1.3",NA
"5715","HHS Region 7","4 wk ahead","Bin","percent","1.3","1.4",NA
"5716","HHS Region 7","4 wk ahead","Bin","percent","1.4","1.5",NA
"5717","HHS Region 7","4 wk ahead","Bin","percent","1.5","1.6",NA
"5718","HHS Region 7","4 wk ahead","Bin","percent","1.6","1.7",NA
"5719","HHS Region 7","4 wk ahead","Bin","percent","1.7","1.8",NA
"5720","HHS Region 7","4 wk ahead","Bin","percent","1.8","1.9",NA
"5721","HHS Region 7","4 wk ahead","Bin","percent","1.9","2",NA
"5722","HHS Region 7","4 wk ahead","Bin","percent","2","2.1",NA
"5723","HHS Region 7","4 wk ahead","Bin","percent","2.1","2.2",NA
"5724","HHS Region 7","4 wk ahead","Bin","percent","2.2","2.3",NA
"5725","HHS Region 7","4 wk ahead","Bin","percent","2.3","2.4",NA
"5726","HHS Region 7","4 wk ahead","Bin","percent","2.4","2.5",NA
"5727","HHS Region 7","4 wk ahead","Bin","percent","2.5","2.6",NA
"5728","HHS Region 7","4 wk ahead","Bin","percent","2.6","2.7",NA
"5729","HHS Region 7","4 wk ahead","Bin","percent","2.7","2.8",NA
"5730","HHS Region 7","4 wk ahead","Bin","percent","2.8","2.9",NA
"5731","HHS Region 7","4 wk ahead","Bin","percent","2.9","3",NA
"5732","HHS Region 7","4 wk ahead","Bin","percent","3","3.1",NA
"5733","HHS Region 7","4 wk ahead","Bin","percent","3.1","3.2",NA
"5734","HHS Region 7","4 wk ahead","Bin","percent","3.2","3.3",NA
"5735","HHS Region 7","4 wk ahead","Bin","percent","3.3","3.4",NA
"5736","HHS Region 7","4 wk ahead","Bin","percent","3.4","3.5",NA
"5737","HHS Region 7","4 wk ahead","Bin","percent","3.5","3.6",NA
"5738","HHS Region 7","4 wk ahead","Bin","percent","3.6","3.7",NA
"5739","HHS Region 7","4 wk ahead","Bin","percent","3.7","3.8",NA
"5740","HHS Region 7","4 wk ahead","Bin","percent","3.8","3.9",NA
"5741","HHS Region 7","4 wk ahead","Bin","percent","3.9","4",NA
"5742","HHS Region 7","4 wk ahead","Bin","percent","4","4.1",NA
"5743","HHS Region 7","4 wk ahead","Bin","percent","4.1","4.2",NA
"5744","HHS Region 7","4 wk ahead","Bin","percent","4.2","4.3",NA
"5745","HHS Region 7","4 wk ahead","Bin","percent","4.3","4.4",NA
"5746","HHS Region 7","4 wk ahead","Bin","percent","4.4","4.5",NA
"5747","HHS Region 7","4 wk ahead","Bin","percent","4.5","4.6",NA
"5748","HHS Region 7","4 wk ahead","Bin","percent","4.6","4.7",NA
"5749","HHS Region 7","4 wk ahead","Bin","percent","4.7","4.8",NA
"5750","HHS Region 7","4 wk ahead","Bin","percent","4.8","4.9",NA
"5751","HHS Region 7","4 wk ahead","Bin","percent","4.9","5",NA
"5752","HHS Region 7","4 wk ahead","Bin","percent","5","5.1",NA
"5753","HHS Region 7","4 wk ahead","Bin","percent","5.1","5.2",NA
"5754","HHS Region 7","4 wk ahead","Bin","percent","5.2","5.3",NA
"5755","HHS Region 7","4 wk ahead","Bin","percent","5.3","5.4",NA
"5756","HHS Region 7","4 wk ahead","Bin","percent","5.4","5.5",NA
"5757","HHS Region 7","4 wk ahead","Bin","percent","5.5","5.6",NA
"5758","HHS Region 7","4 wk ahead","Bin","percent","5.6","5.7",NA
"5759","HHS Region 7","4 wk ahead","Bin","percent","5.7","5.8",NA
"5760","HHS Region 7","4 wk ahead","Bin","percent","5.8","5.9",NA
"5761","HHS Region 7","4 wk ahead","Bin","percent","5.9","6",NA
"5762","HHS Region 7","4 wk ahead","Bin","percent","6","6.1",NA
"5763","HHS Region 7","4 wk ahead","Bin","percent","6.1","6.2",NA
"5764","HHS Region 7","4 wk ahead","Bin","percent","6.2","6.3",NA
"5765","HHS Region 7","4 wk ahead","Bin","percent","6.3","6.4",NA
"5766","HHS Region 7","4 wk ahead","Bin","percent","6.4","6.5",NA
"5767","HHS Region 7","4 wk ahead","Bin","percent","6.5","6.6",NA
"5768","HHS Region 7","4 wk ahead","Bin","percent","6.6","6.7",NA
"5769","HHS Region 7","4 wk ahead","Bin","percent","6.7","6.8",NA
"5770","HHS Region 7","4 wk ahead","Bin","percent","6.8","6.9",NA
"5771","HHS Region 7","4 wk ahead","Bin","percent","6.9","7",NA
"5772","HHS Region 7","4 wk ahead","Bin","percent","7","7.1",NA
"5773","HHS Region 7","4 wk ahead","Bin","percent","7.1","7.2",NA
"5774","HHS Region 7","4 wk ahead","Bin","percent","7.2","7.3",NA
"5775","HHS Region 7","4 wk ahead","Bin","percent","7.3","7.4",NA
"5776","HHS Region 7","4 wk ahead","Bin","percent","7.4","7.5",NA
"5777","HHS Region 7","4 wk ahead","Bin","percent","7.5","7.6",NA
"5778","HHS Region 7","4 wk ahead","Bin","percent","7.6","7.7",NA
"5779","HHS Region 7","4 wk ahead","Bin","percent","7.7","7.8",NA
"5780","HHS Region 7","4 wk ahead","Bin","percent","7.8","7.9",NA
"5781","HHS Region 7","4 wk ahead","Bin","percent","7.9","8",NA
"5782","HHS Region 7","4 wk ahead","Bin","percent","8","8.1",NA
"5783","HHS Region 7","4 wk ahead","Bin","percent","8.1","8.2",NA
"5784","HHS Region 7","4 wk ahead","Bin","percent","8.2","8.3",NA
"5785","HHS Region 7","4 wk ahead","Bin","percent","8.3","8.4",NA
"5786","HHS Region 7","4 wk ahead","Bin","percent","8.4","8.5",NA
"5787","HHS Region 7","4 wk ahead","Bin","percent","8.5","8.6",NA
"5788","HHS Region 7","4 wk ahead","Bin","percent","8.6","8.7",NA
"5789","HHS Region 7","4 wk ahead","Bin","percent","8.7","8.8",NA
"5790","HHS Region 7","4 wk ahead","Bin","percent","8.8","8.9",NA
"5791","HHS Region 7","4 wk ahead","Bin","percent","8.9","9",NA
"5792","HHS Region 7","4 wk ahead","Bin","percent","9","9.1",NA
"5793","HHS Region 7","4 wk ahead","Bin","percent","9.1","9.2",NA
"5794","HHS Region 7","4 wk ahead","Bin","percent","9.2","9.3",NA
"5795","HHS Region 7","4 wk ahead","Bin","percent","9.3","9.4",NA
"5796","HHS Region 7","4 wk ahead","Bin","percent","9.4","9.5",NA
"5797","HHS Region 7","4 wk ahead","Bin","percent","9.5","9.6",NA
"5798","HHS Region 7","4 wk ahead","Bin","percent","9.6","9.7",NA
"5799","HHS Region 7","4 wk ahead","Bin","percent","9.7","9.8",NA
"5800","HHS Region 7","4 wk ahead","Bin","percent","9.8","9.9",NA
"5801","HHS Region 7","4 wk ahead","Bin","percent","9.9","10",NA
"5802","HHS Region 7","4 wk ahead","Bin","percent","10","10.1",NA
"5803","HHS Region 7","4 wk ahead","Bin","percent","10.1","10.2",NA
"5804","HHS Region 7","4 wk ahead","Bin","percent","10.2","10.3",NA
"5805","HHS Region 7","4 wk ahead","Bin","percent","10.3","10.4",NA
"5806","HHS Region 7","4 wk ahead","Bin","percent","10.4","10.5",NA
"5807","HHS Region 7","4 wk ahead","Bin","percent","10.5","10.6",NA
"5808","HHS Region 7","4 wk ahead","Bin","percent","10.6","10.7",NA
"5809","HHS Region 7","4 wk ahead","Bin","percent","10.7","10.8",NA
"5810","HHS Region 7","4 wk ahead","Bin","percent","10.8","10.9",NA
"5811","HHS Region 7","4 wk ahead","Bin","percent","10.9","11",NA
"5812","HHS Region 7","4 wk ahead","Bin","percent","11","11.1",NA
"5813","HHS Region 7","4 wk ahead","Bin","percent","11.1","11.2",NA
"5814","HHS Region 7","4 wk ahead","Bin","percent","11.2","11.3",NA
"5815","HHS Region 7","4 wk ahead","Bin","percent","11.3","11.4",NA
"5816","HHS Region 7","4 wk ahead","Bin","percent","11.4","11.5",NA
"5817","HHS Region 7","4 wk ahead","Bin","percent","11.5","11.6",NA
"5818","HHS Region 7","4 wk ahead","Bin","percent","11.6","11.7",NA
"5819","HHS Region 7","4 wk ahead","Bin","percent","11.7","11.8",NA
"5820","HHS Region 7","4 wk ahead","Bin","percent","11.8","11.9",NA
"5821","HHS Region 7","4 wk ahead","Bin","percent","11.9","12",NA
"5822","HHS Region 7","4 wk ahead","Bin","percent","12","12.1",NA
"5823","HHS Region 7","4 wk ahead","Bin","percent","12.1","12.2",NA
"5824","HHS Region 7","4 wk ahead","Bin","percent","12.2","12.3",NA
"5825","HHS Region 7","4 wk ahead","Bin","percent","12.3","12.4",NA
"5826","HHS Region 7","4 wk ahead","Bin","percent","12.4","12.5",NA
"5827","HHS Region 7","4 wk ahead","Bin","percent","12.5","12.6",NA
"5828","HHS Region 7","4 wk ahead","Bin","percent","12.6","12.7",NA
"5829","HHS Region 7","4 wk ahead","Bin","percent","12.7","12.8",NA
"5830","HHS Region 7","4 wk ahead","Bin","percent","12.8","12.9",NA
"5831","HHS Region 7","4 wk ahead","Bin","percent","12.9","13",NA
"5832","HHS Region 7","4 wk ahead","Bin","percent","13","100",NA
"5833","HHS Region 8","Season onset","Point","week",NA,NA,NA
"5834","HHS Region 8","Season onset","Bin","week","40","41",NA
"5835","HHS Region 8","Season onset","Bin","week","41","42",NA
"5836","HHS Region 8","Season onset","Bin","week","42","43",NA
"5837","HHS Region 8","Season onset","Bin","week","43","44",NA
"5838","HHS Region 8","Season onset","Bin","week","44","45",NA
"5839","HHS Region 8","Season onset","Bin","week","45","46",NA
"5840","HHS Region 8","Season onset","Bin","week","46","47",NA
"5841","HHS Region 8","Season onset","Bin","week","47","48",NA
"5842","HHS Region 8","Season onset","Bin","week","48","49",NA
"5843","HHS Region 8","Season onset","Bin","week","49","50",NA
"5844","HHS Region 8","Season onset","Bin","week","50","51",NA
"5845","HHS Region 8","Season onset","Bin","week","51","52",NA
"5846","HHS Region 8","Season onset","Bin","week","52","53",NA
"5847","HHS Region 8","Season onset","Bin","week","1","2",NA
"5848","HHS Region 8","Season onset","Bin","week","2","3",NA
"5849","HHS Region 8","Season onset","Bin","week","3","4",NA
"5850","HHS Region 8","Season onset","Bin","week","4","5",NA
"5851","HHS Region 8","Season onset","Bin","week","5","6",NA
"5852","HHS Region 8","Season onset","Bin","week","6","7",NA
"5853","HHS Region 8","Season onset","Bin","week","7","8",NA
"5854","HHS Region 8","Season onset","Bin","week","8","9",NA
"5855","HHS Region 8","Season onset","Bin","week","9","10",NA
"5856","HHS Region 8","Season onset","Bin","week","10","11",NA
"5857","HHS Region 8","Season onset","Bin","week","11","12",NA
"5858","HHS Region 8","Season onset","Bin","week","12","13",NA
"5859","HHS Region 8","Season onset","Bin","week","13","14",NA
"5860","HHS Region 8","Season onset","Bin","week","14","15",NA
"5861","HHS Region 8","Season onset","Bin","week","15","16",NA
"5862","HHS Region 8","Season onset","Bin","week","16","17",NA
"5863","HHS Region 8","Season onset","Bin","week","17","18",NA
"5864","HHS Region 8","Season onset","Bin","week","18","19",NA
"5865","HHS Region 8","Season onset","Bin","week","19","20",NA
"5866","HHS Region 8","Season onset","Bin","week","20","21",NA
"5867","HHS Region 8","Season onset","Bin","week","none","none",NA
"5868","HHS Region 8","Season peak week","Point","week",NA,NA,NA
"5869","HHS Region 8","Season peak week","Bin","week","40","41",NA
"5870","HHS Region 8","Season peak week","Bin","week","41","42",NA
"5871","HHS Region 8","Season peak week","Bin","week","42","43",NA
"5872","HHS Region 8","Season peak week","Bin","week","43","44",NA
"5873","HHS Region 8","Season peak week","Bin","week","44","45",NA
"5874","HHS Region 8","Season peak week","Bin","week","45","46",NA
"5875","HHS Region 8","Season peak week","Bin","week","46","47",NA
"5876","HHS Region 8","Season peak week","Bin","week","47","48",NA
"5877","HHS Region 8","Season peak week","Bin","week","48","49",NA
"5878","HHS Region 8","Season peak week","Bin","week","49","50",NA
"5879","HHS Region 8","Season peak week","Bin","week","50","51",NA
"5880","HHS Region 8","Season peak week","Bin","week","51","52",NA
"5881","HHS Region 8","Season peak week","Bin","week","52","53",NA
"5882","HHS Region 8","Season peak week","Bin","week","1","2",NA
"5883","HHS Region 8","Season peak week","Bin","week","2","3",NA
"5884","HHS Region 8","Season peak week","Bin","week","3","4",NA
"5885","HHS Region 8","Season peak week","Bin","week","4","5",NA
"5886","HHS Region 8","Season peak week","Bin","week","5","6",NA
"5887","HHS Region 8","Season peak week","Bin","week","6","7",NA
"5888","HHS Region 8","Season peak week","Bin","week","7","8",NA
"5889","HHS Region 8","Season peak week","Bin","week","8","9",NA
"5890","HHS Region 8","Season peak week","Bin","week","9","10",NA
"5891","HHS Region 8","Season peak week","Bin","week","10","11",NA
"5892","HHS Region 8","Season peak week","Bin","week","11","12",NA
"5893","HHS Region 8","Season peak week","Bin","week","12","13",NA
"5894","HHS Region 8","Season peak week","Bin","week","13","14",NA
"5895","HHS Region 8","Season peak week","Bin","week","14","15",NA
"5896","HHS Region 8","Season peak week","Bin","week","15","16",NA
"5897","HHS Region 8","Season peak week","Bin","week","16","17",NA
"5898","HHS Region 8","Season peak week","Bin","week","17","18",NA
"5899","HHS Region 8","Season peak week","Bin","week","18","19",NA
"5900","HHS Region 8","Season peak week","Bin","week","19","20",NA
"5901","HHS Region 8","Season peak week","Bin","week","20","21",NA
"5902","HHS Region 8","Season peak percentage","Point","percent",NA,NA,NA
"5903","HHS Region 8","Season peak percentage","Bin","percent","0","0.1",NA
"5904","HHS Region 8","Season peak percentage","Bin","percent","0.1","0.2",NA
"5905","HHS Region 8","Season peak percentage","Bin","percent","0.2","0.3",NA
"5906","HHS Region 8","Season peak percentage","Bin","percent","0.3","0.4",NA
"5907","HHS Region 8","Season peak percentage","Bin","percent","0.4","0.5",NA
"5908","HHS Region 8","Season peak percentage","Bin","percent","0.5","0.6",NA
"5909","HHS Region 8","Season peak percentage","Bin","percent","0.6","0.7",NA
"5910","HHS Region 8","Season peak percentage","Bin","percent","0.7","0.8",NA
"5911","HHS Region 8","Season peak percentage","Bin","percent","0.8","0.9",NA
"5912","HHS Region 8","Season peak percentage","Bin","percent","0.9","1",NA
"5913","HHS Region 8","Season peak percentage","Bin","percent","1","1.1",NA
"5914","HHS Region 8","Season peak percentage","Bin","percent","1.1","1.2",NA
"5915","HHS Region 8","Season peak percentage","Bin","percent","1.2","1.3",NA
"5916","HHS Region 8","Season peak percentage","Bin","percent","1.3","1.4",NA
"5917","HHS Region 8","Season peak percentage","Bin","percent","1.4","1.5",NA
"5918","HHS Region 8","Season peak percentage","Bin","percent","1.5","1.6",NA
"5919","HHS Region 8","Season peak percentage","Bin","percent","1.6","1.7",NA
"5920","HHS Region 8","Season peak percentage","Bin","percent","1.7","1.8",NA
"5921","HHS Region 8","Season peak percentage","Bin","percent","1.8","1.9",NA
"5922","HHS Region 8","Season peak percentage","Bin","percent","1.9","2",NA
"5923","HHS Region 8","Season peak percentage","Bin","percent","2","2.1",NA
"5924","HHS Region 8","Season peak percentage","Bin","percent","2.1","2.2",NA
"5925","HHS Region 8","Season peak percentage","Bin","percent","2.2","2.3",NA
"5926","HHS Region 8","Season peak percentage","Bin","percent","2.3","2.4",NA
"5927","HHS Region 8","Season peak percentage","Bin","percent","2.4","2.5",NA
"5928","HHS Region 8","Season peak percentage","Bin","percent","2.5","2.6",NA
"5929","HHS Region 8","Season peak percentage","Bin","percent","2.6","2.7",NA
"5930","HHS Region 8","Season peak percentage","Bin","percent","2.7","2.8",NA
"5931","HHS Region 8","Season peak percentage","Bin","percent","2.8","2.9",NA
"5932","HHS Region 8","Season peak percentage","Bin","percent","2.9","3",NA
"5933","HHS Region 8","Season peak percentage","Bin","percent","3","3.1",NA
"5934","HHS Region 8","Season peak percentage","Bin","percent","3.1","3.2",NA
"5935","HHS Region 8","Season peak percentage","Bin","percent","3.2","3.3",NA
"5936","HHS Region 8","Season peak percentage","Bin","percent","3.3","3.4",NA
"5937","HHS Region 8","Season peak percentage","Bin","percent","3.4","3.5",NA
"5938","HHS Region 8","Season peak percentage","Bin","percent","3.5","3.6",NA
"5939","HHS Region 8","Season peak percentage","Bin","percent","3.6","3.7",NA
"5940","HHS Region 8","Season peak percentage","Bin","percent","3.7","3.8",NA
"5941","HHS Region 8","Season peak percentage","Bin","percent","3.8","3.9",NA
"5942","HHS Region 8","Season peak percentage","Bin","percent","3.9","4",NA
"5943","HHS Region 8","Season peak percentage","Bin","percent","4","4.1",NA
"5944","HHS Region 8","Season peak percentage","Bin","percent","4.1","4.2",NA
"5945","HHS Region 8","Season peak percentage","Bin","percent","4.2","4.3",NA
"5946","HHS Region 8","Season peak percentage","Bin","percent","4.3","4.4",NA
"5947","HHS Region 8","Season peak percentage","Bin","percent","4.4","4.5",NA
"5948","HHS Region 8","Season peak percentage","Bin","percent","4.5","4.6",NA
"5949","HHS Region 8","Season peak percentage","Bin","percent","4.6","4.7",NA
"5950","HHS Region 8","Season peak percentage","Bin","percent","4.7","4.8",NA
"5951","HHS Region 8","Season peak percentage","Bin","percent","4.8","4.9",NA
"5952","HHS Region 8","Season peak percentage","Bin","percent","4.9","5",NA
"5953","HHS Region 8","Season peak percentage","Bin","percent","5","5.1",NA
"5954","HHS Region 8","Season peak percentage","Bin","percent","5.1","5.2",NA
"5955","HHS Region 8","Season peak percentage","Bin","percent","5.2","5.3",NA
"5956","HHS Region 8","Season peak percentage","Bin","percent","5.3","5.4",NA
"5957","HHS Region 8","Season peak percentage","Bin","percent","5.4","5.5",NA
"5958","HHS Region 8","Season peak percentage","Bin","percent","5.5","5.6",NA
"5959","HHS Region 8","Season peak percentage","Bin","percent","5.6","5.7",NA
"5960","HHS Region 8","Season peak percentage","Bin","percent","5.7","5.8",NA
"5961","HHS Region 8","Season peak percentage","Bin","percent","5.8","5.9",NA
"5962","HHS Region 8","Season peak percentage","Bin","percent","5.9","6",NA
"5963","HHS Region 8","Season peak percentage","Bin","percent","6","6.1",NA
"5964","HHS Region 8","Season peak percentage","Bin","percent","6.1","6.2",NA
"5965","HHS Region 8","Season peak percentage","Bin","percent","6.2","6.3",NA
"5966","HHS Region 8","Season peak percentage","Bin","percent","6.3","6.4",NA
"5967","HHS Region 8","Season peak percentage","Bin","percent","6.4","6.5",NA
"5968","HHS Region 8","Season peak percentage","Bin","percent","6.5","6.6",NA
"5969","HHS Region 8","Season peak percentage","Bin","percent","6.6","6.7",NA
"5970","HHS Region 8","Season peak percentage","Bin","percent","6.7","6.8",NA
"5971","HHS Region 8","Season peak percentage","Bin","percent","6.8","6.9",NA
"5972","HHS Region 8","Season peak percentage","Bin","percent","6.9","7",NA
"5973","HHS Region 8","Season peak percentage","Bin","percent","7","7.1",NA
"5974","HHS Region 8","Season peak percentage","Bin","percent","7.1","7.2",NA
"5975","HHS Region 8","Season peak percentage","Bin","percent","7.2","7.3",NA
"5976","HHS Region 8","Season peak percentage","Bin","percent","7.3","7.4",NA
"5977","HHS Region 8","Season peak percentage","Bin","percent","7.4","7.5",NA
"5978","HHS Region 8","Season peak percentage","Bin","percent","7.5","7.6",NA
"5979","HHS Region 8","Season peak percentage","Bin","percent","7.6","7.7",NA
"5980","HHS Region 8","Season peak percentage","Bin","percent","7.7","7.8",NA
"5981","HHS Region 8","Season peak percentage","Bin","percent","7.8","7.9",NA
"5982","HHS Region 8","Season peak percentage","Bin","percent","7.9","8",NA
"5983","HHS Region 8","Season peak percentage","Bin","percent","8","8.1",NA
"5984","HHS Region 8","Season peak percentage","Bin","percent","8.1","8.2",NA
"5985","HHS Region 8","Season peak percentage","Bin","percent","8.2","8.3",NA
"5986","HHS Region 8","Season peak percentage","Bin","percent","8.3","8.4",NA
"5987","HHS Region 8","Season peak percentage","Bin","percent","8.4","8.5",NA
"5988","HHS Region 8","Season peak percentage","Bin","percent","8.5","8.6",NA
"5989","HHS Region 8","Season peak percentage","Bin","percent","8.6","8.7",NA
"5990","HHS Region 8","Season peak percentage","Bin","percent","8.7","8.8",NA
"5991","HHS Region 8","Season peak percentage","Bin","percent","8.8","8.9",NA
"5992","HHS Region 8","Season peak percentage","Bin","percent","8.9","9",NA
"5993","HHS Region 8","Season peak percentage","Bin","percent","9","9.1",NA
"5994","HHS Region 8","Season peak percentage","Bin","percent","9.1","9.2",NA
"5995","HHS Region 8","Season peak percentage","Bin","percent","9.2","9.3",NA
"5996","HHS Region 8","Season peak percentage","Bin","percent","9.3","9.4",NA
"5997","HHS Region 8","Season peak percentage","Bin","percent","9.4","9.5",NA
"5998","HHS Region 8","Season peak percentage","Bin","percent","9.5","9.6",NA
"5999","HHS Region 8","Season peak percentage","Bin","percent","9.6","9.7",NA
"6000","HHS Region 8","Season peak percentage","Bin","percent","9.7","9.8",NA
"6001","HHS Region 8","Season peak percentage","Bin","percent","9.8","9.9",NA
"6002","HHS Region 8","Season peak percentage","Bin","percent","9.9","10",NA
"6003","HHS Region 8","Season peak percentage","Bin","percent","10","10.1",NA
"6004","HHS Region 8","Season peak percentage","Bin","percent","10.1","10.2",NA
"6005","HHS Region 8","Season peak percentage","Bin","percent","10.2","10.3",NA
"6006","HHS Region 8","Season peak percentage","Bin","percent","10.3","10.4",NA
"6007","HHS Region 8","Season peak percentage","Bin","percent","10.4","10.5",NA
"6008","HHS Region 8","Season peak percentage","Bin","percent","10.5","10.6",NA
"6009","HHS Region 8","Season peak percentage","Bin","percent","10.6","10.7",NA
"6010","HHS Region 8","Season peak percentage","Bin","percent","10.7","10.8",NA
"6011","HHS Region 8","Season peak percentage","Bin","percent","10.8","10.9",NA
"6012","HHS Region 8","Season peak percentage","Bin","percent","10.9","11",NA
"6013","HHS Region 8","Season peak percentage","Bin","percent","11","11.1",NA
"6014","HHS Region 8","Season peak percentage","Bin","percent","11.1","11.2",NA
"6015","HHS Region 8","Season peak percentage","Bin","percent","11.2","11.3",NA
"6016","HHS Region 8","Season peak percentage","Bin","percent","11.3","11.4",NA
"6017","HHS Region 8","Season peak percentage","Bin","percent","11.4","11.5",NA
"6018","HHS Region 8","Season peak percentage","Bin","percent","11.5","11.6",NA
"6019","HHS Region 8","Season peak percentage","Bin","percent","11.6","11.7",NA
"6020","HHS Region 8","Season peak percentage","Bin","percent","11.7","11.8",NA
"6021","HHS Region 8","Season peak percentage","Bin","percent","11.8","11.9",NA
"6022","HHS Region 8","Season peak percentage","Bin","percent","11.9","12",NA
"6023","HHS Region 8","Season peak percentage","Bin","percent","12","12.1",NA
"6024","HHS Region 8","Season peak percentage","Bin","percent","12.1","12.2",NA
"6025","HHS Region 8","Season peak percentage","Bin","percent","12.2","12.3",NA
"6026","HHS Region 8","Season peak percentage","Bin","percent","12.3","12.4",NA
"6027","HHS Region 8","Season peak percentage","Bin","percent","12.4","12.5",NA
"6028","HHS Region 8","Season peak percentage","Bin","percent","12.5","12.6",NA
"6029","HHS Region 8","Season peak percentage","Bin","percent","12.6","12.7",NA
"6030","HHS Region 8","Season peak percentage","Bin","percent","12.7","12.8",NA
"6031","HHS Region 8","Season peak percentage","Bin","percent","12.8","12.9",NA
"6032","HHS Region 8","Season peak percentage","Bin","percent","12.9","13",NA
"6033","HHS Region 8","Season peak percentage","Bin","percent","13","100",NA
"6034","HHS Region 8","1 wk ahead","Point","percent",NA,NA,NA
"6035","HHS Region 8","1 wk ahead","Bin","percent","0","0.1",NA
"6036","HHS Region 8","1 wk ahead","Bin","percent","0.1","0.2",NA
"6037","HHS Region 8","1 wk ahead","Bin","percent","0.2","0.3",NA
"6038","HHS Region 8","1 wk ahead","Bin","percent","0.3","0.4",NA
"6039","HHS Region 8","1 wk ahead","Bin","percent","0.4","0.5",NA
"6040","HHS Region 8","1 wk ahead","Bin","percent","0.5","0.6",NA
"6041","HHS Region 8","1 wk ahead","Bin","percent","0.6","0.7",NA
"6042","HHS Region 8","1 wk ahead","Bin","percent","0.7","0.8",NA
"6043","HHS Region 8","1 wk ahead","Bin","percent","0.8","0.9",NA
"6044","HHS Region 8","1 wk ahead","Bin","percent","0.9","1",NA
"6045","HHS Region 8","1 wk ahead","Bin","percent","1","1.1",NA
"6046","HHS Region 8","1 wk ahead","Bin","percent","1.1","1.2",NA
"6047","HHS Region 8","1 wk ahead","Bin","percent","1.2","1.3",NA
"6048","HHS Region 8","1 wk ahead","Bin","percent","1.3","1.4",NA
"6049","HHS Region 8","1 wk ahead","Bin","percent","1.4","1.5",NA
"6050","HHS Region 8","1 wk ahead","Bin","percent","1.5","1.6",NA
"6051","HHS Region 8","1 wk ahead","Bin","percent","1.6","1.7",NA
"6052","HHS Region 8","1 wk ahead","Bin","percent","1.7","1.8",NA
